conference,year,season,paper_id,area_code,korea,institutions,types
IEDM,2023,S2023-24,1-1,SP,0,,
IEDM,2023,S2023-24,1-2,D2,0,,
IEDM,2023,S2023-24,1-3,SP,1,Samsung,company
IEDM,2023,S2023-24,1-4,C5,0,,
IEDM,2023,S2023-24,1-5,D1,0,,
IEDM,2023,S2023-24,1-6,C1,1,SK hynix,company
IEDM,2023,S2023-24,2-1,D1,0,,
IEDM,2023,S2023-24,2-2,D1,1,SK hynix,company
IEDM,2023,S2023-24,2-3,D1,0,,
IEDM,2023,S2023-24,2-4,D1,0,,
IEDM,2023,S2023-24,2-5,D1,0,,
IEDM,2023,S2023-24,2-6,D1,0,,
IEDM,2023,S2023-24,1-1,SP,1,Samsung,company
IEDM,2023,S2023-24,1-2,D2,0,,
IEDM,2023,S2023-24,1-3,SP,1,Samsung,company
IEDM,2023,S2023-24,2-1,D1,0,,
IEDM,2023,S2023-24,2-2,D1,0,,
IEDM,2023,S2023-24,2-3,D1,0,,
IEDM,2023,S2023-24,2-4,D1,0,,
IEDM,2023,S2023-24,2-5,D1,0,,
IEDM,2023,S2023-24,2-6,D1,0,,
IEDM,2023,S2023-24,3-1,X2,0,,
IEDM,2023,S2023-24,3-2,X2,0,,
IEDM,2023,S2023-24,3-3,X2,0,,
IEDM,2023,S2023-24,3-4,X2,0,,
IEDM,2023,S2023-24,4-1,D5,0,,
IEDM,2023,S2023-24,4-2,D5,0,,
IEDM,2023,S2023-24,4-3,D5,0,,
IEDM,2023,S2023-24,4-4,D5,0,,
IEDM,2023,S2023-24,4-5,D5,0,,
IEDM,2023,S2023-24,4-6,D5,1,KAIST,university
IEDM,2023,S2023-24,5-1,X1,0,,
IEDM,2023,S2023-24,5-2,X1,0,,
IEDM,2023,S2023-24,5-3,X1,0,,
IEDM,2023,S2023-24,5-4,X1,0,,
IEDM,2023,S2023-24,5-5,X1,1,Samsung;SK hynix,company
IEDM,2023,S2023-24,6-1,D2,1,Samsung,company
IEDM,2023,S2023-24,6-2,D2,0,,
IEDM,2023,S2023-24,6-3,D2,1,Samsung,company
IEDM,2023,S2023-24,6-4,D2,1,SK hynix,company
IEDM,2023,S2023-24,6-5,D2,0,,
IEDM,2023,S2023-24,6-6,D2,1,Samsung,company
IEDM,2023,S2023-24,6-7,D2,1,Samsung,company
IEDM,2023,S2023-24,7-1,X1,0,,
IEDM,2023,S2023-24,7-2,X1,1,Samsung,company
IEDM,2023,S2023-24,7-3,X1,0,,
IEDM,2023,S2023-24,7-4,X1,0,,
IEDM,2023,S2023-24,7-5,X1,0,,
IEDM,2023,S2023-24,7-6,X1,1,Samsung,company
IEDM,2023,S2023-24,8-1,D7,0,,
IEDM,2023,S2023-24,8-2,D7,0,,
IEDM,2023,S2023-24,8-3,D7,1,Samsung,company
IEDM,2023,S2023-24,8-4,D7,0,,
IEDM,2023,S2023-24,8-5,D7,0,,
IEDM,2023,S2023-24,8-6,D7,0,,
IEDM,2023,S2023-24,9-1,D6,0,,
IEDM,2023,S2023-24,9-2,D6,0,,
IEDM,2023,S2023-24,9-3,D6,0,,
IEDM,2023,S2023-24,9-4,D6,0,,
IEDM,2023,S2023-24,9-5,D6,0,,
IEDM,2023,S2023-24,9-6,D6,0,,
IEDM,2023,S2023-24,9-7,D6,1,Samsung,company
IEDM,2023,S2023-24,10-1,D9,0,,
IEDM,2023,S2023-24,10-2,D9,0,,
IEDM,2023,S2023-24,10-3,D9,0,,
IEDM,2023,S2023-24,10-4,D9,0,,
IEDM,2023,S2023-24,10-5,D9,0,,
IEDM,2023,S2023-24,10-6,D9,0,,
IEDM,2023,S2023-24,11-1,D2,0,,
IEDM,2023,S2023-24,11-2,D2,0,,
IEDM,2023,S2023-24,11-3,D2,0,,
IEDM,2023,S2023-24,11-4,D2,0,,
IEDM,2023,S2023-24,11-5,D2,0,,
IEDM,2023,S2023-24,11-6,D2,1,POSTECH,university
IEDM,2023,S2023-24,11-7,D2,0,,
IEDM,2023,S2023-24,12-1,D6,0,,
IEDM,2023,S2023-24,12-2,D6,1,Inha Univ,university
IEDM,2023,S2023-24,12-3,D6,0,,
IEDM,2023,S2023-24,12-4,D6,0,,
IEDM,2023,S2023-24,12-5,D6,1,KAIST,university
IEDM,2023,S2023-24,13-1,D3,0,,
IEDM,2023,S2023-24,13-2,D3,0,,
IEDM,2023,S2023-24,13-3,D3,0,,
IEDM,2023,S2023-24,13-4,D3,0,,
IEDM,2023,S2023-24,13-5,D3,1,KAIST,university
IEDM,2023,S2023-24,13-6,D3,0,,
IEDM,2023,S2023-24,14-1,X2,0,,
IEDM,2023,S2023-24,14-2,X2,0,,
IEDM,2023,S2023-24,14-3,X2,0,,
IEDM,2023,S2023-24,14-5,X2,0,,
IEDM,2023,S2023-24,14-6,X2,1,Samsung;SK hynix,company
IEDM,2023,S2023-24,15-1,D2,0,,
IEDM,2023,S2023-24,15-2,D2,0,,
IEDM,2023,S2023-24,15-3,D2,1,Samsung,company
IEDM,2023,S2023-24,15-4,D2,0,,
IEDM,2023,S2023-24,15-5,D2,0,,
IEDM,2023,S2023-24,15-6,D2,1,SK hynix,company
IEDM,2023,S2023-24,15-7,D2,1,GIST,university
IEDM,2023,S2023-24,16-1,D2,1,GIST,university
IEDM,2023,S2023-24,16-2,D2,0,,
IEDM,2023,S2023-24,16-3,D2,1,KAIST,university
IEDM,2023,S2023-24,16-4,D2,0,,
IEDM,2023,S2023-24,16-5,D2,0,,
IEDM,2023,S2023-24,17-1,D8,0,,
IEDM,2023,S2023-24,17-2,D8,0,,
IEDM,2023,S2023-24,17-3,D8,0,,
IEDM,2023,S2023-24,17-4,D8,0,,
IEDM,2023,S2023-24,17-5,D8,0,,
IEDM,2023,S2023-24,18-1,D9,0,,
IEDM,2023,S2023-24,18-2,D9,0,,
IEDM,2023,S2023-24,18-3,D9,0,,
IEDM,2023,S2023-24,18-4,D9,0,,
IEDM,2023,S2023-24,18-5,D9,0,,
IEDM,2023,S2023-24,19-1,D2,0,,
IEDM,2023,S2023-24,19-2,D2,0,,
IEDM,2023,S2023-24,19-3,D2,0,,
IEDM,2023,S2023-24,19-4,D2,0,,
IEDM,2023,S2023-24,19-5,D2,0,,
IEDM,2023,S2023-24,19-6,D2,1,KAIST;KIST,institute;university
IEDM,2023,S2023-24,20-1,D7,1,KAIST;POSTECH;Seoul Nat'l Univ,university
IEDM,2023,S2023-24,20-2,D7,1,SK hynix;Yonsei Univ;KIST,company;institute;university
IEDM,2023,S2023-24,20-3,D7,1,KAIST;NNFC,institute;university
IEDM,2023,S2023-24,20-4,D7,0,,
IEDM,2023,S2023-24,20-5,D7,1,Samsung;POSTECH,company;university
IEDM,2023,S2023-24,21-1,D2,0,,
IEDM,2023,S2023-24,21-2,D2,0,,
IEDM,2023,S2023-24,21-3,D2,0,,
IEDM,2023,S2023-24,21-4,D2,0,,
IEDM,2023,S2023-24,21-5,D2,0,,
IEDM,2023,S2023-24,21-6,D2,1,POSTECH,university
IEDM,2023,S2023-24,21-7,D2,1,Samsung,company
IEDM,2023,S2023-24,22-1,X2,1,Samsung,company
IEDM,2023,S2023-24,22-2,X2,0,,
IEDM,2023,S2023-24,22-3,X2,0,,
IEDM,2023,S2023-24,22-4,X2,0,,
IEDM,2023,S2023-24,22-5,X2,0,,
IEDM,2023,S2023-24,22-6,X2,0,,
IEDM,2023,S2023-24,23-1,X1,0,,
IEDM,2023,S2023-24,23-2,X1,0,,
IEDM,2023,S2023-24,23-3,X1,0,,
IEDM,2023,S2023-24,23-4,X1,1,Samsung;Seoul Nat'l Univ,company;university
IEDM,2023,S2023-24,23-5,X1,1,SK hynix,company
IEDM,2023,S2023-24,23-6,X1,0,,
IEDM,2023,S2023-24,24-1,D2,1,Samsung,company
IEDM,2023,S2023-24,24-2,D2,0,,
IEDM,2023,S2023-24,24-3,D2,0,,
IEDM,2023,S2023-24,24-4,D2,0,,
IEDM,2023,S2023-24,24-5,D2,0,,
IEDM,2023,S2023-24,24-6,D2,0,,
IEDM,2023,S2023-24,25-1,D4,0,,
IEDM,2023,S2023-24,25-2,D4,0,,
IEDM,2023,S2023-24,25-3,D4,0,,
IEDM,2023,S2023-24,25-4,D4,0,,
IEDM,2023,S2023-24,25-5,D4,0,,
IEDM,2023,S2023-24,25-6,D4,0,,
IEDM,2023,S2023-24,26-1,D6,0,,
IEDM,2023,S2023-24,26-2,D6,0,,
IEDM,2023,S2023-24,26-3,D6,0,,
IEDM,2023,S2023-24,26-4,D6,0,,
IEDM,2023,S2023-24,26-5,D6,0,,
IEDM,2023,S2023-24,26-6,D6,1,Samsung,company
IEDM,2023,S2023-24,28-1,D5,0,,
IEDM,2023,S2023-24,28-2,D5,0,,
IEDM,2023,S2023-24,28-3,D5,0,,
IEDM,2023,S2023-24,28-4,D5,1,Samsung;Seoul Nat'l Univ,company;university
IEDM,2023,S2023-24,28-5,D5,0,,
IEDM,2023,S2023-24,28-6,D5,0,,
IEDM,2023,S2023-24,29-1,D1,0,,
IEDM,2023,S2023-24,29-2,D1,0,,
IEDM,2023,S2023-24,29-3,D1,0,,
IEDM,2023,S2023-24,29-4,D1,1,Samsung,company
IEDM,2023,S2023-24,29-5,D1,0,,
IEDM,2023,S2023-24,29-6,D1,0,,
IEDM,2023,S2023-24,30-1,D1,0,,
IEDM,2023,S2023-24,30-2,D1,0,,
IEDM,2023,S2023-24,30-3,D1,0,,
IEDM,2023,S2023-24,30-4,D1,0,,
IEDM,2023,S2023-24,31-1,D2,0,,
IEDM,2023,S2023-24,31-2,D2,0,,
IEDM,2023,S2023-24,31-3,D2,0,,
IEDM,2023,S2023-24,31-4,D2,0,,
IEDM,2023,S2023-24,31-5,D2,0,,
IEDM,2023,S2023-24,31-6,D2,0,,
IEDM,2023,S2023-24,31-7,D2,1,SK hynix,company
IEDM,2023,S2023-24,32-1,D2,0,,
IEDM,2023,S2023-24,32-2,D2,0,,
IEDM,2023,S2023-24,32-3,D2,0,,
IEDM,2023,S2023-24,32-4,D2,0,,
IEDM,2023,S2023-24,32-5,D2,1,Samsung,company
IEDM,2023,S2023-24,32-6,D2,0,,
IEDM,2023,S2023-24,33-1,C1,0,,
IEDM,2023,S2023-24,33-2,C1,0,,
IEDM,2023,S2023-24,33-3,C1,0,,
IEDM,2023,S2023-24,33-4,C1,0,,
IEDM,2023,S2023-24,33-5,C1,1,KAIST;Seoul Nat'l Univ,university
IEDM,2023,S2023-24,34-1,C3,0,,
IEDM,2023,S2023-24,34-2,C3,0,,
IEDM,2023,S2023-24,34-3,C3,0,,
IEDM,2023,S2023-24,34-4,C3,0,,
IEDM,2023,S2023-24,34-5,C3,0,,
IEDM,2023,S2023-24,34-6,C3,1,Samsung,company
IEDM,2023,S2023-24,35-1,D2,1,Samsung,company
IEDM,2023,S2023-24,35-2,D2,0,,
IEDM,2023,S2023-24,35-3,D2,0,,
IEDM,2023,S2023-24,35-4,D2,1,Samsung,company
IEDM,2023,S2023-24,35-5,D2,0,,
IEDM,2023,S2023-24,35-6,D2,1,Samsung,company
IEDM,2023,S2023-24,35-7,D2,0,,
IEDM,2023,S2023-24,36-1,C1,0,,
IEDM,2023,S2023-24,36-2,C1,0,,
IEDM,2023,S2023-24,36-3,C1,0,,
IEDM,2023,S2023-24,36-4,C1,0,,
IEDM,2023,S2023-24,36-5,C1,0,,
IEDM,2023,S2023-24,37-1,D1,0,,
IEDM,2023,S2023-24,37-2,D1,0,,
IEDM,2023,S2023-24,37-3,D1,0,,
IEDM,2023,S2023-24,37-4,D1,0,,
IEDM,2023,S2023-24,37-5,D1,0,,
IEDM,2023,S2023-24,37-6,D1,0,,
IEDM,2023,S2023-24,38-1,D6,0,,
IEDM,2023,S2023-24,38-2,D6,0,,
IEDM,2023,S2023-24,38-3,D6,0,,
IEDM,2023,S2023-24,38-4,D6,0,,
IEDM,2023,S2023-24,38-5,D6,0,,
IEDM,2023,S2023-24,38-6,D6,1,SK hynix,company
IEDM,2023,S2023-24,39-1,D3,0,,
IEDM,2023,S2023-24,39-2,D3,0,,
IEDM,2023,S2023-24,39-3,D3,0,,
IEDM,2023,S2023-24,39-4,D3,0,,
IEDM,2023,S2023-24,39-5,D3,0,,
IEDM,2023,S2023-24,39-6,D3,1,Samsung,company
IEDM,2023,S2023-24,40-1,D7,1,Samsung,company
IEDM,2023,S2023-24,40-2,D7,0,,
IEDM,2023,S2023-24,40-3,D7,0,,
IEDM,2023,S2023-24,40-4,D7,0,,
IEDM,2023,S2023-24,40-5,D7,0,,
IEDM,2023,S2023-24,40-6,D7,0,,
IEDM,2023,S2023-24,41-1,D5,0,,
IEDM,2023,S2023-24,41-2,D5,0,,
IEDM,2023,S2023-24,41-3,D5,0,,
IEDM,2023,S2023-24,41-4,D5,0,,
IEDM,2023,S2023-24,41-5,D5,0,,
IEDM,2023,S2023-24,41-6,D5,0,,
IEDM,2024,S2024-25,1-0,SP,0,,
IEDM,2024,S2024-25,1-1,SP,0,,
IEDM,2024,S2024-25,1-2,??,0,,
IEDM,2024,S2024-25,1-3,D6,0,,
IEDM,2024,S2024-25,10-0,D9,0,,
IEDM,2024,S2024-25,10-1,D9,0,,
IEDM,2024,S2024-25,10-2,D9,0,,
IEDM,2024,S2024-25,10-3,D9,0,,
IEDM,2024,S2024-25,10-4,D9,0,,
IEDM,2024,S2024-25,10-5,D9,0,,
IEDM,2024,S2024-25,10-6,D9,0,,
IEDM,2024,S2024-25,3-0,D2,0,,
IEDM,2024,S2024-25,3-1,D2,1,SK hynix;Sejong Univ,company;university
IEDM,2024,S2024-25,3-2,D2,0,,
IEDM,2024,S2024-25,3-3,D2,0,,
IEDM,2024,S2024-25,3-4,D2,0,,
IEDM,2024,S2024-25,3-5,D2,0,,
IEDM,2024,S2024-25,3-6,D2,1,KAIST,university
IEDM,2024,S2024-25,8-0,D7,0,,
IEDM,2024,S2024-25,8-1,D7,0,,
IEDM,2024,S2024-25,8-2,D7,0,,
IEDM,2024,S2024-25,8-3,D7,1,KAIST,university
IEDM,2024,S2024-25,8-4,D7,0,,
IEDM,2024,S2024-25,8-5,D7,0,,
IEDM,2024,S2024-25,8-6,D7,1,POSTECH,university
IEDM,2024,S2024-25,5-0,D3,0,,
IEDM,2024,S2024-25,5-1,D3,0,,
IEDM,2024,S2024-25,5-2,D3,0,,
IEDM,2024,S2024-25,5-3,D3,0,,
IEDM,2024,S2024-25,5-4,D3,0,,
IEDM,2024,S2024-25,5-5,D3,1,Seoul Nat'l Univ;Hanyang Univ,university
IEDM,2024,S2024-25,5-6,D3,0,,
IEDM,2024,S2024-25,5-7,D3,1,SK hynix,company
IEDM,2024,S2024-25,6-0,D2,0,,
IEDM,2024,S2024-25,6-1,D2,0,,
IEDM,2024,S2024-25,6-2,D2,0,,
IEDM,2024,S2024-25,6-3,D2,0,,
IEDM,2024,S2024-25,6-4,D2,0,,
IEDM,2024,S2024-25,6-5,D2,0,,
IEDM,2024,S2024-25,6-6,D2,0,,
IEDM,2024,S2024-25,6-7,D2,0,,
IEDM,2024,S2024-25,9-0,C3,0,,
IEDM,2024,S2024-25,9-1,C3,0,,
IEDM,2024,S2024-25,9-2,C3,0,,
IEDM,2024,S2024-25,9-3,C3,0,,
IEDM,2024,S2024-25,9-4,C3,0,,
IEDM,2024,S2024-25,9-5,C3,0,,
IEDM,2024,S2024-25,9-6,C3,0,,
IEDM,2024,S2024-25,9-7,C3,0,,
IEDM,2024,S2024-25,2-0,D1,0,,
IEDM,2024,S2024-25,2-1,D1,0,,
IEDM,2024,S2024-25,2-2,D1,0,,
IEDM,2024,S2024-25,2-3,D1,0,,
IEDM,2024,S2024-25,2-4,D1,0,,
IEDM,2024,S2024-25,2-5,D1,0,,
IEDM,2024,S2024-25,2-6,D1,0,,
IEDM,2024,S2024-25,2-7,D1,0,,
IEDM,2024,S2024-25,2-8,D1,1,Samsung;SK hynix,company
IEDM,2024,S2024-25,4-0,D2,0,,
IEDM,2024,S2024-25,4-1,D2,1,,
IEDM,2024,S2024-25,4-2,D2,0,,
IEDM,2024,S2024-25,4-3,D2,0,,
IEDM,2024,S2024-25,4-4,D2,1,Samsung;KAIST;Hanyang Univ,company;university
IEDM,2024,S2024-25,4-5,D2,0,,
IEDM,2024,S2024-25,4-6,D2,0,,
IEDM,2024,S2024-25,4-7,D2,0,,
IEDM,2024,S2024-25,4-8,D2,0,,
IEDM,2024,S2024-25,7-0,D1,0,,
IEDM,2024,S2024-25,7-1,D1,0,,
IEDM,2024,S2024-25,7-2,D1,0,,
IEDM,2024,S2024-25,7-3,D1,0,,
IEDM,2024,S2024-25,7-4,D1,0,,
IEDM,2024,S2024-25,7-5,D1,0,,
IEDM,2024,S2024-25,7-6,D1,0,,
IEDM,2024,S2024-25,7-7,D1,0,,
IEDM,2024,S2024-25,7-8,D1,1,Samsung,company
IEDM,2024,S2024-25,11-0,D2,0,,
IEDM,2024,S2024-25,11-1,D2,0,,
IEDM,2024,S2024-25,11-2,D2,0,,
IEDM,2024,S2024-25,11-3,D2,1,Samsung,company
IEDM,2024,S2024-25,11-4,D2,1,Samsung,company
IEDM,2024,S2024-25,11-5,D2,0,,
IEDM,2024,S2024-25,11-6,D2,0,,
IEDM,2024,S2024-25,14-0,C7,0,,
IEDM,2024,S2024-25,14-1,C7,0,,
IEDM,2024,S2024-25,14-2,C7,0,,
IEDM,2024,S2024-25,14-3,C7,0,,
IEDM,2024,S2024-25,14-4,C7,0,,
IEDM,2024,S2024-25,14-5,C7,0,,
IEDM,2024,S2024-25,14-6,C7,1,SK hynix,company
IEDM,2024,S2024-25,15-0,D2,0,,
IEDM,2024,S2024-25,15-1,D2,0,,
IEDM,2024,S2024-25,15-2,D2,0,,
IEDM,2024,S2024-25,15-3,D2,0,,
IEDM,2024,S2024-25,15-4,D2,0,,
IEDM,2024,S2024-25,15-5,D2,0,,
IEDM,2024,S2024-25,15-6,D2,1,Samsung,company
IEDM,2024,S2024-25,17-0,D2,0,,
IEDM,2024,S2024-25,17-1,D2,1,Samsung,company
IEDM,2024,S2024-25,17-2,D2,0,,
IEDM,2024,S2024-25,17-3,D2,0,,
IEDM,2024,S2024-25,17-4,D2,0,,
IEDM,2024,S2024-25,17-5,D2,0,,
IEDM,2024,S2024-25,17-6,D2,0,,
IEDM,2024,S2024-25,12-0,D1,0,,
IEDM,2024,S2024-25,12-1,D1,0,,
IEDM,2024,S2024-25,12-2,D1,0,,
IEDM,2024,S2024-25,12-3,D1,0,,
IEDM,2024,S2024-25,12-4,D1,0,,
IEDM,2024,S2024-25,12-5,D1,0,,
IEDM,2024,S2024-25,12-6,D1,1,UNIST,university
IEDM,2024,S2024-25,12-7,D1,0,,
IEDM,2024,S2024-25,13-0,X1,0,,
IEDM,2024,S2024-25,13-1,X1,1,Seoul Nat'l Univ,university
IEDM,2024,S2024-25,13-2,X1,0,,
IEDM,2024,S2024-25,13-3,X1,0,,
IEDM,2024,S2024-25,13-4,X1,0,,
IEDM,2024,S2024-25,13-5,X1,1,SK hynix,company
IEDM,2024,S2024-25,13-6,X1,0,,
IEDM,2024,S2024-25,13-7,X1,1,KAIST;POSTECH;Kyungpook Nat'l,university
IEDM,2024,S2024-25,16-0,X2,0,,
IEDM,2024,S2024-25,16-1,X2,0,,
IEDM,2024,S2024-25,16-2,X2,0,,
IEDM,2024,S2024-25,16-3,X2,0,,
IEDM,2024,S2024-25,16-4,X2,1,Samsung;KAIST;NNFC,company;institute;university
IEDM,2024,S2024-25,16-5,X2,0,,
IEDM,2024,S2024-25,16-6,X2,0,,
IEDM,2024,S2024-25,16-7,X2,0,,
IEDM,2024,S2024-25,18-0,D8,0,,
IEDM,2024,S2024-25,18-1,D8,0,,
IEDM,2024,S2024-25,18-2,D8,0,,
IEDM,2024,S2024-25,18-3,D8,0,,
IEDM,2024,S2024-25,18-4,D8,0,,
IEDM,2024,S2024-25,18-5,D8,0,,
IEDM,2024,S2024-25,18-6,D8,0,,
IEDM,2024,S2024-25,18-7,D8,1,Seoul Nat'l Univ,university
IEDM,2024,S2024-25,19-0,C6,0,,
IEDM,2024,S2024-25,19-1,C6,0,,
IEDM,2024,S2024-25,19-2,C6,0,,
IEDM,2024,S2024-25,19-3,C6,0,,
IEDM,2024,S2024-25,19-4,C6,0,,
IEDM,2024,S2024-25,19-5,C6,0,,
IEDM,2024,S2024-25,19-6,C6,0,,
IEDM,2024,S2024-25,19-7,C6,0,,
IEDM,2024,S2024-25,22-0,X1,0,,
IEDM,2024,S2024-25,22-1,X1,0,,
IEDM,2024,S2024-25,22-2,X1,1,Hanyang Univ;Inha Univ,university
IEDM,2024,S2024-25,22-3,X1,0,,
IEDM,2024,S2024-25,22-4,X1,0,,
IEDM,2024,S2024-25,22-5,X1,0,,
IEDM,2024,S2024-25,22-6,X1,0,,
IEDM,2024,S2024-25,23-0,D7,0,,
IEDM,2024,S2024-25,23-1,D7,0,,
IEDM,2024,S2024-25,23-2,D7,0,,
IEDM,2024,S2024-25,23-3,D7,0,,
IEDM,2024,S2024-25,23-4,D7,0,,
IEDM,2024,S2024-25,23-5,D7,0,,
IEDM,2024,S2024-25,23-6,D7,0,,
IEDM,2024,S2024-25,27-0,D8,0,,
IEDM,2024,S2024-25,27-1,D8,0,,
IEDM,2024,S2024-25,27-2,D8,1,Samsung,company
IEDM,2024,S2024-25,27-3,D8,0,,
IEDM,2024,S2024-25,27-4,D8,0,,
IEDM,2024,S2024-25,27-5,D8,0,,
IEDM,2024,S2024-25,27-6,D8,0,,
IEDM,2024,S2024-25,28-0,SP,0,,
IEDM,2024,S2024-25,28-1,SP,0,,
IEDM,2024,S2024-25,28-2,SP,0,,
IEDM,2024,S2024-25,28-3,SP,0,,
IEDM,2024,S2024-25,28-4,SP,1,SK hynix,company
IEDM,2024,S2024-25,28-5,SP,0,,
IEDM,2024,S2024-25,28-6,SP,1,Samsung;SK hynix;POSTECH,company;university
IEDM,2024,S2024-25,20-0,D2,0,,
IEDM,2024,S2024-25,20-1,D2,1,SK hynix,company
IEDM,2024,S2024-25,20-2,D2,0,,
IEDM,2024,S2024-25,20-3,D2,1,POSTECH,university
IEDM,2024,S2024-25,20-4,D2,1,SK hynix,company
IEDM,2024,S2024-25,20-5,D2,1,Samsung;KAIST,company;university
IEDM,2024,S2024-25,20-6,D2,0,,
IEDM,2024,S2024-25,20-7,D2,1,Samsung;POSTECH,company;university
IEDM,2024,S2024-25,26-0,D3,0,,
IEDM,2024,S2024-25,26-1,D3,1,KAIST;Kyungpook Nat'l,university
IEDM,2024,S2024-25,26-2,D3,0,,
IEDM,2024,S2024-25,26-3,D3,0,,
IEDM,2024,S2024-25,26-4,D3,0,,
IEDM,2024,S2024-25,26-5,D3,0,,
IEDM,2024,S2024-25,26-6,D3,0,,
IEDM,2024,S2024-25,26-7,D3,0,,
IEDM,2024,S2024-25,21-0,D3,0,,
IEDM,2024,S2024-25,21-1,D3,0,,
IEDM,2024,S2024-25,21-2,D3,0,,
IEDM,2024,S2024-25,21-3,D3,0,,
IEDM,2024,S2024-25,21-4,D3,1,POSTECH,university
IEDM,2024,S2024-25,21-5,D3,0,,
IEDM,2024,S2024-25,21-6,D3,0,,
IEDM,2024,S2024-25,21-7,D3,0,,
IEDM,2024,S2024-25,21-8,D3,1,Samsung,company
IEDM,2024,S2024-25,24-0,D9,0,,
