conference,year,season,paper_id,area_code,korea,institutions,types
IEDM,2024,S2024-25,24-1,D9,1,Samsung;POSTECH,company;university
IEDM,2024,S2024-25,24-2,D9,0,,
IEDM,2024,S2024-25,24-3,D9,0,,
IEDM,2024,S2024-25,24-4,D9,0,,
IEDM,2024,S2024-25,24-5,D9,0,,
IEDM,2024,S2024-25,24-6,D9,1,Samsung,company
IEDM,2024,S2024-25,24-7,D9,0,,
IEDM,2024,S2024-25,24-8,D9,0,,
IEDM,2024,S2024-25,25-0,D6,0,,
IEDM,2024,S2024-25,25-1,D6,0,,
IEDM,2024,S2024-25,25-2,D6,0,,
IEDM,2024,S2024-25,25-3,D6,0,,
IEDM,2024,S2024-25,25-4,D6,0,,
IEDM,2024,S2024-25,25-5,D6,0,,
IEDM,2024,S2024-25,25-6,D6,0,,
IEDM,2024,S2024-25,25-7,D6,0,,
IEDM,2024,S2024-25,25-8,D6,1,Samsung,company
IEDM,2024,S2024-25,30-0,D2,0,,
IEDM,2024,S2024-25,30-1,D2,0,,
IEDM,2024,S2024-25,30-2,D2,1,Samsung,company
IEDM,2024,S2024-25,30-3,D2,1,Samsung,company
IEDM,2024,S2024-25,30-4,D2,1,Samsung;KAIST;Hanyang Univ,company;university
IEDM,2024,S2024-25,30-5,D2,0,,
IEDM,2024,S2024-25,30-6,D2,0,,
IEDM,2024,S2024-25,35-0,C7,0,,
IEDM,2024,S2024-25,35-1,C7,0,,
IEDM,2024,S2024-25,35-2,C7,0,,
IEDM,2024,S2024-25,35-3,C7,0,,
IEDM,2024,S2024-25,35-4,C7,0,,
IEDM,2024,S2024-25,35-5,C7,0,,
IEDM,2024,S2024-25,35-6,C7,0,,
IEDM,2024,S2024-25,36-0,D3,0,,
IEDM,2024,S2024-25,36-1,D3,0,,
IEDM,2024,S2024-25,36-2,D3,0,,
IEDM,2024,S2024-25,36-3,D3,0,,
IEDM,2024,S2024-25,36-4,D3,0,,
IEDM,2024,S2024-25,36-5,D3,0,,
IEDM,2024,S2024-25,36-6,D3,0,,
IEDM,2024,S2024-25,32-0,D1,0,,
IEDM,2024,S2024-25,32-1,D1,0,,
IEDM,2024,S2024-25,32-2,D1,1,Samsung,company
IEDM,2024,S2024-25,32-3,D1,0,,
IEDM,2024,S2024-25,32-4,D1,0,,
IEDM,2024,S2024-25,32-5,D1,1,SK hynix,company
IEDM,2024,S2024-25,32-6,D1,0,,
IEDM,2024,S2024-25,32-7,D1,0,,
IEDM,2024,S2024-25,31-0,D1,0,,
IEDM,2024,S2024-25,31-1,D1,0,,
IEDM,2024,S2024-25,31-2,D1,1,KAIST,university
IEDM,2024,S2024-25,31-3,D1,0,,
IEDM,2024,S2024-25,31-4,D1,0,,
IEDM,2024,S2024-25,31-5,D1,0,,
IEDM,2024,S2024-25,31-6,D1,0,,
IEDM,2024,S2024-25,31-7,D1,0,,
IEDM,2024,S2024-25,31-8,D1,0,,
IEDM,2024,S2024-25,33-0,D6,0,,
IEDM,2024,S2024-25,33-1,D6,0,,
IEDM,2024,S2024-25,33-2,D6,0,,
IEDM,2024,S2024-25,33-3,D6,0,,
IEDM,2024,S2024-25,33-4,D6,0,,
IEDM,2024,S2024-25,33-5,D6,0,,
IEDM,2024,S2024-25,33-6,D6,0,,
IEDM,2024,S2024-25,33-7,D6,0,,
IEDM,2024,S2024-25,33-8,D6,0,,
IEDM,2024,S2024-25,34-0,D5,0,,
IEDM,2024,S2024-25,34-1,D5,0,,
IEDM,2024,S2024-25,34-2,D5,0,,
IEDM,2024,S2024-25,34-3,D5,0,,
IEDM,2024,S2024-25,34-4,D5,0,,
IEDM,2024,S2024-25,34-5,D5,0,,
IEDM,2024,S2024-25,34-6,D5,0,,
IEDM,2024,S2024-25,34-7,D5,0,,
IEDM,2024,S2024-25,34-8,D5,1,Samsung;KAIST;POSTECH,company;university
IEDM,2024,S2024-25,37-0,D2,0,,
IEDM,2024,S2024-25,37-1,D2,1,POSTECH,university
IEDM,2024,S2024-25,37-2,D2,1,Samsung;KAIST;Hanyang Univ,company;university
IEDM,2024,S2024-25,37-3,D2,0,,
IEDM,2024,S2024-25,37-4,D2,0,,
IEDM,2024,S2024-25,37-5,D2,0,,
IEDM,2024,S2024-25,37-6,D2,1,Samsung,company
IEDM,2024,S2024-25,39-0,D3,0,,
IEDM,2024,S2024-25,39-1,D3,1,Samsung,company
IEDM,2024,S2024-25,39-2,D3,0,,
IEDM,2024,S2024-25,39-3,D3,0,,
IEDM,2024,S2024-25,39-4,D3,1,Samsung,company
IEDM,2024,S2024-25,39-5,D3,1,SK hynix,company
IEDM,2024,S2024-25,39-6,D3,0,,
IEDM,2024,S2024-25,42-0,D2,0,,
IEDM,2024,S2024-25,42-1,D2,0,,
IEDM,2024,S2024-25,42-2,D2,0,,
IEDM,2024,S2024-25,42-3,D2,0,,
IEDM,2024,S2024-25,42-4,D2,0,,
IEDM,2024,S2024-25,42-5,D2,0,,
IEDM,2024,S2024-25,42-6,D2,0,,
IEDM,2024,S2024-25,38-0,D9,0,,
IEDM,2024,S2024-25,38-1,D9,1,SK hynix,company
IEDM,2024,S2024-25,38-2,D9,0,,
IEDM,2024,S2024-25,38-3,D9,0,,
IEDM,2024,S2024-25,38-4,D9,0,,
IEDM,2024,S2024-25,38-5,D9,0,,
IEDM,2024,S2024-25,38-6,D9,0,,
IEDM,2024,S2024-25,38-7,D9,0,,
IEDM,2024,S2024-25,40-0,D6,0,,
IEDM,2024,S2024-25,40-1,D6,0,,
IEDM,2024,S2024-25,40-2,D6,0,,
IEDM,2024,S2024-25,40-3,D6,0,,
IEDM,2024,S2024-25,40-4,D6,0,,
IEDM,2024,S2024-25,40-5,D6,0,,
IEDM,2024,S2024-25,40-6,D6,0,,
IEDM,2024,S2024-25,40-7,D6,0,,
IEDM,2024,S2024-25,40-8,D6,1,Samsung,company
IEDM,2024,S2024-25,41-0,D7,0,,
IEDM,2024,S2024-25,41-1,D7,0,,
IEDM,2024,S2024-25,41-2,D7,0,,
IEDM,2024,S2024-25,41-3,D7,1,Samsung,company
IEDM,2024,S2024-25,41-4,D7,0,,
IEDM,2024,S2024-25,41-5,D7,0,,
IEDM,2024,S2024-25,41-6,D7,0,,
IEDM,2024,S2024-25,41-7,D7,0,,
IEDM,2024,S2024-25,41-8,D7,0,,
IEDM,2025,S2025-26,1-1,??,0,,
IEDM,2025,S2025-26,1-2,??,0,,
IEDM,2025,S2025-26,1-3,??,1,Samsung;Korea Univ,company;university
IEDM,2025,S2025-26,2-1,D1,1,Samsung,company
IEDM,2025,S2025-26,2-2,D1,0,,
IEDM,2025,S2025-26,2-3,D1,0,,
IEDM,2025,S2025-26,2-4,D1,1,Samsung,company
IEDM,2025,S2025-26,2-5,D1,0,,
IEDM,2025,S2025-26,2-6,D1,0,,
IEDM,2025,S2025-26,2-7,D1,0,,
IEDM,2025,S2025-26,2-8,D1,1,POSTECH;Kyungpook Nat'l,university
IEDM,2025,S2025-26,3-1,D2,0,,
IEDM,2025,S2025-26,3-2,D2,0,,
IEDM,2025,S2025-26,3-3,D2,0,,
IEDM,2025,S2025-26,3-4,D2,1,POSTECH;Kyungpook Nat'l,university
IEDM,2025,S2025-26,3-5,D2,1,POSTECH,university
IEDM,2025,S2025-26,3-6,D2,0,,
IEDM,2025,S2025-26,4-1,D2,0,,
IEDM,2025,S2025-26,4-2,D2,1,Samsung;POSTECH,company;university
IEDM,2025,S2025-26,4-3,D2,0,,
IEDM,2025,S2025-26,4-4,D2,0,,
IEDM,2025,S2025-26,4-5,D2,0,,
IEDM,2025,S2025-26,4-6,D2,0,,
IEDM,2025,S2025-26,4-7,D2,1,Samsung,company
IEDM,2025,S2025-26,4-8,D2,1,Samsung;SK hynix;Hanyang Univ,company;university
IEDM,2025,S2025-26,5-1,X1,0,,
IEDM,2025,S2025-26,5-2,X1,0,,
IEDM,2025,S2025-26,5-3,X1,1,SK hynix,company
IEDM,2025,S2025-26,5-4,X1,0,,
IEDM,2025,S2025-26,5-5,X1,0,,
IEDM,2025,S2025-26,5-6,X1,0,,
IEDM,2025,S2025-26,5-7,X1,1,POSTECH,university
IEDM,2025,S2025-26,6-1,D1,0,,
IEDM,2025,S2025-26,6-2,D1,0,,
IEDM,2025,S2025-26,6-3,D1,0,,
IEDM,2025,S2025-26,6-4,D1,0,,
IEDM,2025,S2025-26,6-5,D1,0,,
IEDM,2025,S2025-26,6-6,D1,0,,
IEDM,2025,S2025-26,6-7,D1,0,,
IEDM,2025,S2025-26,6-8,D1,1,Seoul Nat'l Univ;UNIST,university
IEDM,2025,S2025-26,7-1,D1,0,,
IEDM,2025,S2025-26,7-2,D1,0,,
IEDM,2025,S2025-26,7-3,D1,0,,
IEDM,2025,S2025-26,7-4,D1,1,SK hynix;Seoul Nat'l Univ,company;university
IEDM,2025,S2025-26,7-5,D1,0,,
IEDM,2025,S2025-26,7-6,D1,1,Yonsei Univ,university
IEDM,2025,S2025-26,8-1,D7,0,,
IEDM,2025,S2025-26,8-2,D7,0,,
IEDM,2025,S2025-26,8-3,D7,1,Yonsei Univ,university
IEDM,2025,S2025-26,8-4,D7,0,,
IEDM,2025,S2025-26,8-5,D7,0,,
IEDM,2025,S2025-26,8-6,D7,0,,
IEDM,2025,S2025-26,8-7,D7,0,,
IEDM,2025,S2025-26,9-1,X2,0,,
IEDM,2025,S2025-26,9-2,X2,0,,
IEDM,2025,S2025-26,9-3,X2,0,,
IEDM,2025,S2025-26,9-4,X2,0,,
IEDM,2025,S2025-26,9-5,X2,0,,
IEDM,2025,S2025-26,9-6,X2,0,,
IEDM,2025,S2025-26,9-7,X2,0,,
IEDM,2025,S2025-26,9-8,X2,1,Samsung,company
IEDM,2025,S2025-26,10-1,D9,0,,
IEDM,2025,S2025-26,10-2,D9,1,Samsung,company
IEDM,2025,S2025-26,10-3,D9,0,,
IEDM,2025,S2025-26,10-4,D9,0,,
IEDM,2025,S2025-26,10-5,D9,0,,
IEDM,2025,S2025-26,10-6,D9,0,,
IEDM,2025,S2025-26,10-7,D9,0,,
IEDM,2025,S2025-26,10-8,D9,1,SK hynix;KAIST;POSTECH;Seoul Nat'l Univ;Hanyang Univ;Kyungpook Nat'l,company;university
IEDM,2025,S2025-26,12-1,D2,0,,
IEDM,2025,S2025-26,12-2,D2,0,,
IEDM,2025,S2025-26,12-3,D2,0,,
IEDM,2025,S2025-26,12-4,D2,1,Samsung,company
IEDM,2025,S2025-26,12-5,D2,0,,
IEDM,2025,S2025-26,12-6,D2,1,POSTECH,university
IEDM,2025,S2025-26,12-7,D2,1,SK hynix;Seoul Nat'l Univ;Sungkyunkwan(SKKU),company;university
IEDM,2025,S2025-26,13-1,D8,0,,
IEDM,2025,S2025-26,13-2,D8,0,,
IEDM,2025,S2025-26,13-3,D8,0,,
IEDM,2025,S2025-26,13-4,D8,0,,
IEDM,2025,S2025-26,13-5,D8,0,,
IEDM,2025,S2025-26,13-6,D8,0,,
IEDM,2025,S2025-26,13-7,D8,0,,
IEDM,2025,S2025-26,14-1,D9,0,,
IEDM,2025,S2025-26,14-2,D9,0,,
IEDM,2025,S2025-26,14-3,D9,0,,
IEDM,2025,S2025-26,14-4,D9,0,,
IEDM,2025,S2025-26,14-5,D9,0,,
IEDM,2025,S2025-26,14-6,D9,1,Korea Univ,university
IEDM,2025,S2025-26,14-7,D9,0,,
IEDM,2025,S2025-26,15-1,X2,0,,
IEDM,2025,S2025-26,15-2,X2,0,,
IEDM,2025,S2025-26,15-3,X2,0,,
IEDM,2025,S2025-26,15-4,X2,0,,
IEDM,2025,S2025-26,15-5,X2,0,,
IEDM,2025,S2025-26,15-6,X2,1,KAIST,university
IEDM,2025,S2025-26,16-1,C3,0,,
IEDM,2025,S2025-26,16-2,C3,0,,
IEDM,2025,S2025-26,16-3,C3,0,,
IEDM,2025,S2025-26,16-4,C3,0,,
IEDM,2025,S2025-26,16-5,C3,0,,
IEDM,2025,S2025-26,16-6,C3,1,KAIST,university
IEDM,2025,S2025-26,16-7,C3,0,,
IEDM,2025,S2025-26,17-1,D5,0,,
IEDM,2025,S2025-26,17-2,D5,0,,
IEDM,2025,S2025-26,17-3,D5,0,,
IEDM,2025,S2025-26,17-4,D5,0,,
IEDM,2025,S2025-26,17-5,D5,1,UNIST,university
IEDM,2025,S2025-26,17-6,D5,1,Samsung;SK hynix;KAIST,company;university
IEDM,2025,S2025-26,18-1,D2,1,SK hynix,company
IEDM,2025,S2025-26,18-2,D2,1,Samsung,company
IEDM,2025,S2025-26,18-3,D2,1,SK hynix,company
IEDM,2025,S2025-26,18-4,D2,1,Samsung;KAIST,company;university
IEDM,2025,S2025-26,18-5,D2,1,SK hynix,company
IEDM,2025,S2025-26,18-6,D2,0,,
IEDM,2025,S2025-26,18-7,D2,1,Samsung;Hanyang Univ,company;university
IEDM,2025,S2025-26,18-8,D2,1,Samsung;KAIST;Hanyang Univ,company;university
IEDM,2025,S2025-26,19-1,D9,1,Samsung,company
IEDM,2025,S2025-26,19-2,D9,0,,
IEDM,2025,S2025-26,19-3,D9,0,,
IEDM,2025,S2025-26,19-4,D9,0,,
IEDM,2025,S2025-26,19-5,D9,0,,
IEDM,2025,S2025-26,19-6,D9,1,Samsung,company
IEDM,2025,S2025-26,19-7,D9,0,,
IEDM,2025,S2025-26,19-8,D9,1,POSTECH,university
IEDM,2025,S2025-26,20-1,X1,0,,
IEDM,2025,S2025-26,20-2,X1,0,,
IEDM,2025,S2025-26,20-3,X1,1,Korea Univ,university
IEDM,2025,S2025-26,20-4,X1,0,,
IEDM,2025,S2025-26,20-5,X1,0,,
IEDM,2025,S2025-26,20-6,X1,0,,
IEDM,2025,S2025-26,21-1,D7,0,,
IEDM,2025,S2025-26,21-2,D7,0,,
IEDM,2025,S2025-26,21-3,D7,0,,
IEDM,2025,S2025-26,21-4,D7,0,,
IEDM,2025,S2025-26,21-5,D7,0,,
IEDM,2025,S2025-26,21-6,D7,0,,
IEDM,2025,S2025-26,21-7,D7,1,SK hynix,company
IEDM,2025,S2025-26,22-1,D5,0,,
IEDM,2025,S2025-26,22-2,D5,0,,
IEDM,2025,S2025-26,22-3,D5,0,,
IEDM,2025,S2025-26,22-4,D5,0,,
IEDM,2025,S2025-26,22-5,D5,0,,
IEDM,2025,S2025-26,22-6,D5,0,,
IEDM,2025,S2025-26,22-7,D5,0,,
IEDM,2025,S2025-26,23-1,D5,0,,
IEDM,2025,S2025-26,23-2,D5,0,,
IEDM,2025,S2025-26,23-3,D5,0,,
IEDM,2025,S2025-26,23-4,D5,0,,
IEDM,2025,S2025-26,23-5,D5,0,,
IEDM,2025,S2025-26,23-6,D5,0,,
IEDM,2025,S2025-26,23-7,D5,1,Samsung,company
IEDM,2025,S2025-26,23-8,D5,1,KAIST,university
IEDM,2025,S2025-26,24-1,D5,0,,
IEDM,2025,S2025-26,24-2,D5,0,,
IEDM,2025,S2025-26,24-3,D5,0,,
IEDM,2025,S2025-26,24-4,D5,0,,
IEDM,2025,S2025-26,24-5,D5,0,,
IEDM,2025,S2025-26,24-6,D5,0,,
IEDM,2025,S2025-26,25-1,D8,0,,
IEDM,2025,S2025-26,25-2,D8,0,,
IEDM,2025,S2025-26,25-3,D8,0,,
IEDM,2025,S2025-26,25-4,D8,1,Seoul Nat'l Univ,university
IEDM,2025,S2025-26,25-5,D8,0,,
IEDM,2025,S2025-26,25-6,D8,0,,
IEDM,2025,S2025-26,25-7,D8,0,,
IEDM,2025,S2025-26,26-1,D5,0,,
IEDM,2025,S2025-26,26-2,D5,0,,
IEDM,2025,S2025-26,26-3,D5,0,,
IEDM,2025,S2025-26,26-4,D5,0,,
IEDM,2025,S2025-26,26-5,D5,0,,
IEDM,2025,S2025-26,26-6,D5,0,,
IEDM,2025,S2025-26,26-7,D5,0,,
IEDM,2025,S2025-26,26-8,D5,1,Samsung;KAIST,company;university
IEDM,2025,S2025-26,28-1,D3,0,,
IEDM,2025,S2025-26,28-2,D3,0,,
IEDM,2025,S2025-26,28-3,D3,0,,
IEDM,2025,S2025-26,28-4,D3,0,,
IEDM,2025,S2025-26,28-5,D3,0,,
IEDM,2025,S2025-26,28-6,D3,1,Hanyang Univ,university
IEDM,2025,S2025-26,28-7,D3,0,,
IEDM,2025,S2025-26,28-8,D3,1,Samsung,company
IEDM,2025,S2025-26,29-1,D2,0,,
IEDM,2025,S2025-26,29-2,D2,1,Samsung,company
IEDM,2025,S2025-26,29-3,D2,0,,
IEDM,2025,S2025-26,29-4,D2,0,,
IEDM,2025,S2025-26,29-5,D2,0,,
IEDM,2025,S2025-26,29-6,D2,0,,
IEDM,2025,S2025-26,29-7,D2,1,Samsung,company
IEDM,2025,S2025-26,30-1,D2,0,,
IEDM,2025,S2025-26,30-2,D2,1,Samsung;KAIST,company;university
IEDM,2025,S2025-26,30-3,D2,0,,
IEDM,2025,S2025-26,30-4,D2,0,,
IEDM,2025,S2025-26,30-5,D2,0,,
IEDM,2025,S2025-26,30-6,D2,1,Korea Univ,university
IEDM,2025,S2025-26,31-1,X1,0,,
IEDM,2025,S2025-26,31-2,X1,0,,
IEDM,2025,S2025-26,31-3,X1,0,,
IEDM,2025,S2025-26,31-4,X1,0,,
IEDM,2025,S2025-26,31-5,X1,0,,
IEDM,2025,S2025-26,31-6,X1,1,Seoul Nat'l Univ,university
IEDM,2025,S2025-26,32-1,X1,0,,
IEDM,2025,S2025-26,32-2,X1,0,,
IEDM,2025,S2025-26,32-3,X1,0,,
IEDM,2025,S2025-26,32-4,X1,1,Samsung;Seoul Nat'l Univ,company;university
IEDM,2025,S2025-26,32-5,X1,0,,
IEDM,2025,S2025-26,32-6,X1,0,,
IEDM,2025,S2025-26,32-7,X1,0,,
IEDM,2025,S2025-26,32-8,X1,0,,
IEDM,2025,S2025-26,33-1,D3,0,,
IEDM,2025,S2025-26,33-2,D3,0,,
IEDM,2025,S2025-26,33-3,D3,0,,
IEDM,2025,S2025-26,33-4,D3,0,,
IEDM,2025,S2025-26,33-5,D3,0,,
IEDM,2025,S2025-26,33-6,D3,1,Samsung,company
IEDM,2025,S2025-26,33-7,D3,0,,
IEDM,2025,S2025-26,33-8,D3,0,,
IEDM,2025,S2025-26,34-1,D8,1,,
IEDM,2025,S2025-26,34-2,D8,0,,
IEDM,2025,S2025-26,34-3,D8,0,,
IEDM,2025,S2025-26,34-4,D8,0,,
IEDM,2025,S2025-26,34-5,D8,0,,
IEDM,2025,S2025-26,34-6,D8,0,,
IEDM,2025,S2025-26,34-7,D8,1,POSTECH;Hanyang Univ,university
IEDM,2025,S2025-26,35-1,X1,0,,
IEDM,2025,S2025-26,35-2,X1,0,,
IEDM,2025,S2025-26,35-3,X1,0,,
IEDM,2025,S2025-26,35-4,X1,0,,
IEDM,2025,S2025-26,35-5,X1,0,,
IEDM,2025,S2025-26,35-6,X1,1,POSTECH;Korea Univ,university
IEDM,2025,S2025-26,35-7,X1,1,Hanyang Univ;Sungkyunkwan(SKKU);Sogang Univ,university
IEDM,2025,S2025-26,36-1,C3,0,,
IEDM,2025,S2025-26,36-2,C3,0,,
IEDM,2025,S2025-26,36-3,C3,0,,
IEDM,2025,S2025-26,36-4,C3,0,,
IEDM,2025,S2025-26,36-5,C3,0,,
IEDM,2025,S2025-26,36-6,C3,0,,
IEDM,2025,S2025-26,36-7,C3,1,Samsung;Hanyang Univ,company;university
IEDM,2025,S2025-26,37-1,D2,1,Samsung,company
IEDM,2025,S2025-26,37-2,D2,0,,
IEDM,2025,S2025-26,37-3,D2,0,,
IEDM,2025,S2025-26,37-4,D2,0,,
IEDM,2025,S2025-26,37-5,D2,1,Samsung;Hanyang Univ,company;university
IEDM,2025,S2025-26,37-6,D2,0,,
IEDM,2025,S2025-26,37-7,D2,0,,
IEDM,2025,S2025-26,37-8,D2,1,Seoul Nat'l Univ;Hanyang Univ;Sogang Univ,university
IEDM,2025,S2025-26,38-1,D1,0,,
IEDM,2025,S2025-26,38-2,D1,0,,
IEDM,2025,S2025-26,38-3,D1,1,UNIST,university
IEDM,2025,S2025-26,38-4,D1,0,,
IEDM,2025,S2025-26,38-5,D1,0,,
IEDM,2025,S2025-26,38-6,D1,0,,
IEDM,2025,S2025-26,38-7,D1,0,,
IEDM,2025,S2025-26,38-8,D1,1,Samsung;POSTECH;Seoul Nat'l Univ,company;university
IEDM,2025,S2025-26,39-1,D2,1,Samsung,company
IEDM,2025,S2025-26,39-2,D2,1,Samsung,company
IEDM,2025,S2025-26,39-3,D2,0,,
IEDM,2025,S2025-26,39-4,D2,0,,
IEDM,2025,S2025-26,39-5,D2,0,,
IEDM,2025,S2025-26,39-6,D2,0,,
IEDM,2025,S2025-26,39-7,D2,0,,
IEDM,2025,S2025-26,39-8,D2,1,Samsung;POSTECH,company;university
IEDM,2025,S2025-26,40-1,D1,0,,
IEDM,2025,S2025-26,40-2,D1,0,,
IEDM,2025,S2025-26,40-3,D1,0,,
IEDM,2025,S2025-26,40-4,D1,0,,
IEDM,2025,S2025-26,40-5,D1,0,,
IEDM,2025,S2025-26,40-6,D1,1,Samsung,company
IEDM,2025,S2025-26,40-7,D1,0,,
IEDM,2025,S2025-26,40-8,D1,1,Samsung,company
IEDM,2025,S2025-26,41-1,D7,0,,
IEDM,2025,S2025-26,41-2,D7,0,,
IEDM,2025,S2025-26,41-3,D7,0,,
IEDM,2025,S2025-26,41-4,D7,0,,
IEDM,2025,S2025-26,41-5,D7,0,,
IEDM,2025,S2025-26,41-6,D7,0,,
IEDM,2025,S2025-26,41-7,D7,0,,
IEDM,2025,S2025-26,41-8,D7,0,,
IEDM,2025,S2025-26,42-1,D7,0,,
IEDM,2025,S2025-26,42-2,D7,0,,
IEDM,2025,S2025-26,42-3,D7,0,,
IEDM,2025,S2025-26,42-4,D7,0,,
IEDM,2025,S2025-26,42-5,D7,0,,
IEDM,2025,S2025-26,42-6,D7,0,,
IEDM,2025,S2025-26,42-7,D7,0,,
IEDM,2025,S2025-26,42-8,D7,1,Samsung,company
IEDM,2025,S2025-26,43-1,D8,0,,
IEDM,2025,S2025-26,43-2,D8,0,,
IEDM,2025,S2025-26,43-3,D8,0,,
IEDM,2025,S2025-26,43-4,D8,0,,
IEDM,2025,S2025-26,43-5,D8,0,,
IEDM,2025,S2025-26,43-6,D8,0,,
IEDM,2025,S2025-26,43-7,D8,0,,
ISSCC,2024,S2023-24,1.1,C1,0,,
ISSCC,2024,S2023-24,1.2,C1,0,,
ISSCC,2024,S2023-24,1.3,C1,0,,
ISSCC,2024,S2023-24,1.4,C1,0,,
ISSCC,2024,S2023-24,2.1,C1,0,,
ISSCC,2024,S2023-24,2.2,C1,0,,
ISSCC,2024,S2023-24,2.3,C1,0,,
ISSCC,2024,S2023-24,2.4,C1,1,,
ISSCC,2024,S2023-24,2.5,C1,0,,
ISSCC,2024,S2023-24,2.6,C1,0,,
ISSCC,2024,S2023-24,2.7,C1,0,,
ISSCC,2024,S2023-24,2.8,C1,1,POSTECH;Korea Univ,university
ISSCC,2024,S2023-24,3.1,C2,1,,
ISSCC,2024,S2023-24,3.2,C2,0,,
ISSCC,2024,S2023-24,3.3,C2,0,,
